Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,23.800,5.055,1.719,3.151,4.481,5.984,8.848,10.544,14.211,25.309,0.198
5,29.000,3.780,1.401,2.125,2.505,3.483,6.217,10.171,14.909,54.832,0.265
10,18.400,2.416,1.418,1.876,2.237,2.765,3.466,3.680,5.647,5.647,0.414
15,31.400,2.389,1.263,1.646,1.887,2.628,4.090,4.894,7.435,8.967,0.419
20,21.000,2.521,1.269,1.662,1.930,2.667,4.312,6.138,8.058,8.145,0.397
25,30.000,2.323,1.126,1.550,1.731,2.200,3.959,6.167,8.581,12.593,0.431
30,22.600,2.560,1.219,1.661,2.076,3.134,4.353,5.405,6.816,6.949,0.391
35,27.000,2.132,1.226,1.559,1.886,2.429,3.207,3.787,4.711,5.908,0.469
40,31.800,2.376,1.276,1.530,1.799,2.750,4.381,5.302,7.667,8.204,0.421
45,17.600,2.521,1.085,1.625,1.894,2.893,4.928,5.356,8.514,8.514,0.397
50,35.200,2.556,1.036,1.520,1.855,2.692,4.316,5.521,11.043,37.282,0.391
55,19.600,2.383,1.154,1.534,1.926,2.629,4.261,6.086,6.695,6.695,0.420
60,23.800,2.467,1.156,1.611,1.829,2.319,4.551,5.673,6.802,18.344,0.405
65,23.200,2.583,1.235,1.679,2.309,3.119,4.032,5.245,6.217,7.478,0.387
70,14.000,2.886,1.243,1.714,2.176,3.087,5.975,6.952,10.701,10.701,0.346
75,27.000,2.460,1.292,1.677,2.193,2.795,4.062,5.026,6.023,7.245,0.407
80,15.200,2.501,1.302,1.706,1.995,2.893,4.330,5.326,8.818,8.818,0.400
85,27.000,2.463,1.231,1.603,1.911,2.930,4.060,5.299,8.000,9.046,0.406
90,24.000,2.346,1.216,1.590,1.920,2.861,3.700,4.547,5.494,7.102,0.426
95,27.400,2.372,1.246,1.630,1.880,2.633,3.703,5.323,7.667,10.598,0.422
100,22.600,2.347,1.137,1.712,1.924,2.431,3.839,4.523,6.040,6.448,0.426
105,29.400,2.491,1.238,1.522,1.812,2.511,4.698,6.998,10.121,14.729,0.402
110,25.400,2.535,1.291,1.666,2.109,2.739,4.000,5.712,8.028,8.516,0.394
115,27.400,2.005,1.220,1.516,1.738,2.247,2.834,3.653,4.712,5.883,0.499
